"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2","DATA_FOR"
"60017","2020-02-01 14:01:10","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151076","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151076"
"60017","2020-02-01 14:01:23","898232-6241","GAK1A02520200128001898232-6241              20200128     5JA288982326241               2020012800151027","8982326241","GAK1A02520200128001898232-6241              20200128     5JA288982326241               2020012800151027"
"60017","2020-02-01 14:01:29","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151060","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151060"
"60017","2020-02-01 14:01:37","898232-6241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151011","8982326241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151011"
"60017","2020-02-01 14:01:45","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151059","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151059"
"60017","2020-02-01 14:02:13","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:02:25","898232-6241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901","8982326241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901"
"60017","2020-02-01 14:02:30","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:02:35","898232-6241","G1A02520200128001898232-6241    FG 20200128  5JA288982326241     20200128001","8982326241","G1A02520200128001898232-6241    FG 20200128  5JA288982326241     20200128001"
"60017","2020-02-01 14:02:38","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:03:35","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:03:48","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151033","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151033"
"60017","2020-02-01 14:03:55","898232-6241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901","8982326241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901"
"60017","2020-02-01 14:04:00","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151058","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151058"
"60017","2020-02-01 14:04:06","898232-6241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901","8982326241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901"
"60017","2020-02-01 14:04:35","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:04:42","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:04:46","898232-6241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901","8982326241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901"
"60017","2020-02-01 14:04:57","898232-6241","G1A02520200130001898232-6241    FG 20200130  5JA308982326241     20200130001","8982326241","G1A02520200130001898232-6241    FG 20200130  5JA308982326241     20200130001"
"60017","2020-02-01 14:05:04","898232-6241","G1A02520200130001898232-6241    FG 20200130  5JA308982326241     20200130001","8982326241","G1A02520200130001898232-6241    FG 20200130  5JA308982326241     20200130001"
"60017","2020-02-01 14:05:11","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151037","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151037"
"60017","2020-02-01 14:05:17","898232-6241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151063","8982326241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151063"
"60017","2020-02-01 14:05:29","898232-6241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151033","8982326241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151033"
"60017","2020-02-01 14:05:41","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:05:56","898232-6241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151032","8982326241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151032"
"60017","2020-02-01 14:06:10","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151041","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151041"
"60017","2020-02-01 14:06:46","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151068","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151068"
"60017","2020-02-01 14:06:52","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151050","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151050"
"60017","2020-02-01 14:06:58","898232-6241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151055","8982326241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151055"
"60017","2020-02-01 14:07:03","898232-6241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151083","8982326241","GAK1A02520200129001898232-6241              20200129     5JA298982326241               2020012900151083"
"60017","2020-02-01 14:07:09","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:07:16","898232-6241","GAK1A02520200128001898232-6241              20200128     5JA288982326241               2020012800151006","8982326241","GAK1A02520200128001898232-6241              20200128     5JA288982326241               2020012800151006"
"60017","2020-02-01 14:07:21","898232-6241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901","8982326241","G1A02520200128901898232-6241    FG 20200128  5JA288982326241     20200128901"
"60017","2020-02-01 14:07:27","898232-6241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001","8982326241","G1A02520200129001898232-6241    FG 20200129  5JA298982326241     20200129001"
"60017","2020-02-01 14:07:33","898232-6241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151010","8982326241","GAK1A02520200128901898232-6241              20200128     5JA288982326241               2020012890151010"
"60017","2020-02-01 14:08:00","897379-4640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001","8973794640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001"
"60017","2020-02-01 14:08:09","897379-4640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001","8973794640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001"
"60017","2020-02-01 14:08:16","897379-4640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001","8973794640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001"
"60017","2020-02-01 14:08:30","897379-4640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001","8973794640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001"
"60017","2020-02-01 14:08:47","897379-4640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151003","8973794640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151003"
"60017","2020-02-01 14:09:01","897379-4640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151006","8973794640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151006"
"60017","2020-02-01 14:09:14","897379-4640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151001","8973794640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151001"
"60017","2020-02-01 14:09:36","897379-4640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151011","8973794640","GAK1A01420200128001897379-4640              20200128    60JA288973794640               2020012800151011"
"60017","2020-02-01 14:09:52","897379-4640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001","8973794640","G1A01420200128001897379-4640    FG 20200128 60JA288973794640     20200128001"
"60017","2020-02-01 14:09:57","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151067","FYK1408202001000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151067"
"60017","2020-02-01 14:10:00","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151068","FYK1408202002000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151068"
"60017","2020-02-01 14:10:02","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151069","FYK1408202003000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151069"
"60017","2020-02-01 14:10:05","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151070","FYK1408202004000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151070"
"60017","2020-02-01 14:10:08","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151051","FYK1408202005000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151051"
"60017","2020-02-01 14:10:12","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151049","FYK1408202010000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151049"
"60017","2020-02-01 14:10:14","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151048","FYK1408202009000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151048"
"60017","2020-02-01 14:10:17","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151047","FYK1408202008000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151047"
"60017","2020-02-01 14:10:19","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151046","FYK1408202007000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151046"
"60017","2020-02-01 14:10:21","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151041","FYK1408202006000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151041"
"60017","2020-02-01 14:10:24","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151079","FYK1408202011000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151079"
"60017","2020-02-01 14:10:26","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151065","FYK1408202012000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151065"
"60017","2020-02-01 14:10:28","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151060","FYK1408202013000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151060"
"60017","2020-02-01 14:10:31","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151056","FYK1408202014000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151056"
"60017","2020-02-01 14:10:33","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151054","FYK1408202015000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151054"
"60017","2020-02-01 14:10:46","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202026000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:10:52","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151077","FYK1408202027000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151077"
"60017","2020-02-01 14:10:54","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151090","FYK1408202028000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151090"
"60017","2020-02-01 14:10:56","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151085","FYK1408202029000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151085"
"60017","2020-02-01 14:11:01","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151088","FYK1408202030000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151088"
"60017","2020-02-01 14:11:03","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202025000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:11:08","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202024000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:11:10","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151071","FYK1408202023000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151071"
"60017","2020-02-01 14:11:14","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151078","FYK1408202022000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151078"
"60017","2020-02-01 14:11:17","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202021000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:11:19","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151061","FYK1408202016000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151061"
"60017","2020-02-01 14:11:22","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151062","FYK1408202017000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151062"
"60017","2020-02-01 14:11:24","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151063","FYK1408202018000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151063"
"60017","2020-02-01 14:11:26","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151064","FYK1408202019000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151064"
"60017","2020-02-01 14:11:28","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151066","FYK1408202020000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151066"
"60017","2020-02-01 14:11:32","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151032","FYK1408202041000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151032"
"60017","2020-02-01 14:11:35","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202042000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:11:37","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202043000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:11:39","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151014","FYK1408202044000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151014"
"60017","2020-02-01 14:11:44","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151015","FYK1408202045000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151015"
"60017","2020-02-01 14:11:46","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151025","FYK1408202040000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151025"
"60017","2020-02-01 14:11:48","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151023","FYK1408202039000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151023"
"60017","2020-02-01 14:11:50","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151021","FYK1408202038000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151021"
"60017","2020-02-01 14:11:55","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202037000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:11:57","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151040","FYK1408202036000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151040"
"60017","2020-02-01 14:11:59","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151034","FYK1408202031000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151034"
"60017","2020-02-01 14:12:02","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202032000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:07","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151026","FYK1408202033000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151026"
"60017","2020-02-01 14:12:10","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202034000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:13","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202035000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:21","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202056000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:24","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202057000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:27","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151058","FYK1408202058000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151058"
"60017","2020-02-01 14:12:29","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202059000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:32","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151045","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151045"
"60017","2020-02-01 14:12:35","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202055000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:38","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202054000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:40","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151059","FYK1408202053000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151059"
"60017","2020-02-01 14:12:43","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151057","FYK1408202052000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151057"
"60017","2020-02-01 14:12:45","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151055","FYK1408202051000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151055"
"60017","2020-02-01 14:12:47","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151031","FYK1408202046000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151031"
"60017","2020-02-01 14:12:50","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151036","FYK1408202047000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151036"
"60017","2020-02-01 14:12:52","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202048000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:12:54","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151038","FYK1408202049000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151038"
"60017","2020-02-01 14:12:56","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","FYK1408202050000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:13:00","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251026","DDK1404068001000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251026"
"60017","2020-02-01 14:13:02","897312-1474","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902","DDK1404068002000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902"
"60017","2020-02-01 14:13:04","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251028","DDK1404068003000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251028"
"60017","2020-02-01 14:13:06","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251029","DDK1404068004000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251029"
"60017","2020-02-01 14:13:08","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251011","DDK1404068005000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251011"
"60017","2020-02-01 14:13:10","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251015","DDK1404068010000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251015"
"60017","2020-02-01 14:13:13","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251013","DDK1404068009000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251013"
"60017","2020-02-01 14:13:15","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251025","DDK1404068008000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251025"
"60017","2020-02-01 14:13:17","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251024","DDK1404068007000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251024"
"60017","2020-02-01 14:13:20","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251023","DDK1404068006000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251023"
"60017","2020-02-01 14:13:23","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251022","DDK1404068015000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251022"
"60017","2020-02-01 14:13:25","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251030","DDK1404068014000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251030"
