"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2","DATA_FOR"
"60017","2020-02-01 13:28:25","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251011","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251011"
"60017","2020-02-01 13:28:43","898248-1612","G1M11920200128902898248-1612    FG 20200128 30JA288982481612     20200128902","8982481612","G1M11920200128902898248-1612    FG 20200128 30JA288982481612     20200128902"
"60017","2020-02-01 13:28:56","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251012","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251012"
"60017","2020-02-01 13:29:02","898248-1612","GAK1M11920200128902898248-1612              20200128    30JA288982481612               2020012890251022","8982481612","GAK1M11920200128902898248-1612              20200128    30JA288982481612               2020012890251022"
"60017","2020-02-01 13:29:07","898248-1612","GAK1M11920200128902898248-1612              20200128    30JA288982481612               2020012890251026","8982481612","GAK1M11920200128902898248-1612              20200128    30JA288982481612               2020012890251026"
"60017","2020-02-01 13:29:15","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251026","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251026"
"60017","2020-02-01 13:29:23","898248-1612","GAK1M11920200128902898248-1612              20200128    30JA288982481612               2020012890251021","8982481612","GAK1M11920200128902898248-1612              20200128    30JA288982481612               2020012890251021"
"60017","2020-02-01 13:29:31","898248-1612","G1M11920200128902898248-1612    FG 20200128 30JA288982481612     20200128902","8982481612","G1M11920200128902898248-1612    FG 20200128 30JA288982481612     20200128902"
"60017","2020-02-01 13:29:44","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251020","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251020"
"60017","2020-02-01 13:29:52","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251019","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251019"
"60017","2020-02-01 13:29:57","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251015","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251015"
"60017","2020-02-01 13:30:02","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251016","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251016"
"60017","2020-02-01 13:30:08","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251014","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251014"
"60017","2020-02-01 13:30:13","898248-1612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251024","8982481612","GAK1M11920200129902898248-1612              20200129    30JA298982481612               2020012990251024"
"60017","2020-02-01 13:30:18","898248-1612","G1M11920200129902898248-1612    FG 20200129 30JA298982481612     20200129902","8982481612","G1M11920200129902898248-1612    FG 20200129 30JA298982481612     20200129902"
"60017","2020-02-01 13:30:23","898248-1601","GAK1M11920200128003898248-1601              20200128    30JA288982481601               2020012800351010","DFK1403230001000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200128003898248-1601              20200128    30JA288982481601               2020012800351010"
"60017","2020-02-01 13:30:26","898248-1601","GAK1M11920200129001898248-1601              20200128    30JA288982481601               2020012900151002","FKK1403107010000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129001898248-1601              20200128    30JA288982481601               2020012900151002"
"60017","2020-02-01 13:30:28","898248-1601","GAK1M11920200129001898248-1601              20200128    30JA288982481601               2020012900151001","FKK1403107009000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129001898248-1601              20200128    30JA288982481601               2020012900151001"
"60017","2020-02-01 13:30:30","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151006","DFK1403230006000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151006"
"60017","2020-02-01 13:30:34","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151004","DFK1403230003000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151004"
"60017","2020-02-01 13:30:37","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151015","DFK1403230002000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151015"
"60017","2020-02-01 13:30:39","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151017","DFK1403230004000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151017"
"60017","2020-02-01 13:30:42","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151016","DFK1403230005000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151016"
"60017","2020-02-01 13:30:44","898248-1601","GAK1M11920200128003898248-1601              20200128    30JA288982481601               2020012800351001","FKK1403107001000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200128003898248-1601              20200128    30JA288982481601               2020012800351001"
"60017","2020-02-01 13:30:51","898248-1601","GAK1M11920200130001898248-1601              20200130    30JA308982481601               2020013000151025","FKK1403107008000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200130001898248-1601              20200130    30JA308982481601               2020013000151025"
"60017","2020-02-01 13:30:53","898248-1601","GAK1M11920200130001898248-1601              20200130    30JA308982481601               2020013000151026","FKK1403107007000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200130001898248-1601              20200130    30JA308982481601               2020013000151026"
"60017","2020-02-01 13:30:55","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151003","FKK1403107006000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151003"
"60017","2020-02-01 13:30:57","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151005","FKK1403107004000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151005"
"60017","2020-02-01 13:31:00","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151013","FKK1403107002000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151013"
"60017","2020-02-01 13:31:03","898248-1601","GAK1M11920200128003898248-1601              20200128    30JA288982481601               2020012800351004","FKK1403107003000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200128003898248-1601              20200128    30JA288982481601               2020012800351004"
"60017","2020-02-01 13:31:05","898248-1601","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151009","FKK1403107005000030000030202002038982481601GEAR ASM;CAMSHAFTBKK  1S     ","GAK1M11920200129901898248-1601              20200129    30JA298982481601               2020012990151009"
"60017","2020-02-01 13:32:02","898243-2260","GAK1M08820200129001898243-2260              20200129    15JA298982432260               2020012900151001","FYK1408208007000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129001898243-2260              20200129    15JA298982432260               2020012900151001"
"60017","2020-02-01 13:32:08","898243-2260","G1M08820200128901898243-2260    FG 20200128 15JA288982432260     20200128901","FYK1408208008000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","G1M08820200128901898243-2260    FG 20200128 15JA288982432260     20200128901"
"60017","2020-02-01 13:32:12","898243-2260","G1M08820200129001898243-2260    FG 20200129 15JA298982432260     20200129001","FYK1408208009000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","G1M08820200129001898243-2260    FG 20200129 15JA298982432260     20200129001"
"60017","2020-02-01 13:32:19","898243-2260","G1M08820200128901898243-2260    FG 20200128 15JA288982432260     20200128901","FYK1408208010000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","G1M08820200128901898243-2260    FG 20200128 15JA288982432260     20200128901"
"60017","2020-02-01 13:32:25","898243-2260","GAK1M08820200128901898243-2260              20200128    15JA288982432260               2020012890151015","FYK1408208011000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200128901898243-2260              20200128    15JA288982432260               2020012890151015"
"60017","2020-02-01 13:32:28","898243-2260","G1M08820200128901898243-2260    FG 20200128 15JA288982432260     20200128901","FYK1408208012000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","G1M08820200128901898243-2260    FG 20200128 15JA288982432260     20200128901"
"60017","2020-02-01 13:32:32","898243-2260","GAK1M08820200129001898243-2260              20200129    15JA298982432260               2020012900151013","FYK1408208001000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129001898243-2260              20200129    15JA298982432260               2020012900151013"
"60017","2020-02-01 13:32:37","898243-2260","GAK1M08820200128901898243-2260              20200128    15JA288982432260               2020012890151016","FYK1408208002000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200128901898243-2260              20200128    15JA288982432260               2020012890151016"
